Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Fire Size,Suppressed by,Suppressing Agency,Utility Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With,Equipment Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes (Optional):
SDG&E,12/10/2017,5:26,33.28,-116.955,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,CALFIRE,P32240,,12kV,Conductor,Overhead,Yes,12/10/2017,5:26,Contact From Object,,Vegetation,Electric Facility,Weather,
SDG&E,2/8/2018,10:07,33.2071,-117.2072,Vegetation,Rural,Less Than .25 Acres,Fire Agency,North County Fire,P213833,,12kV,Conductor,Overhead,Yes,2/8/2018,10:07,Contact From Object,,Vegetation,Electric Facility,Human Error,
SDG&E,2/16/2018,16:50,32.627596,-116.940852,Vegetation,Urban,Less Than .25 Acres,Utility,,C-594,,12kV,Conductor,Overhead,Yes,2/16/2018,14:02,Contact From Object,,Balloons,Electric Facility,Outside Force,
SDG&E,4/12/2018,19:33,32.69651,-117.049294,Vegetation,Urban,Less Than .25 Acres,Fire Agency,SDFD,Z89883,,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Other,
SDG&E,4/16/2018,14:24,33.4176,-117.6058,Vegetation,Urban,Less Than .25 Acres,Fire Agency,OCFA,P121389,,12kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Weather,
SDG&E,4/18/2018,15:25,33.241,-117.347,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CPFD,Z223638,,230kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Other,
SDG&E,4/22/2018,14:00,32.837,-117.184,Vegetation,Urban,Less Than .25 Acres,Fire Agency,SDFD,P729991 Cir. 275,,12kV,Conductor,Overhead,Yes,4/22/2018,14:00,Contact From Object,,Balloons,Electric Facility,None,
SDG&E,5/1/2018,21:29,32.684752,-117.101169,Vegetation,Urban,Less Than .25 Acres,Fire Agency,National City,Z730733,,69kV,Conductor,Overhead,No,,,Contact From Object,,Vehicle,Electric Facility,Outside Force,
SDG&E,5/22/2018,14:23,33.362,-117.032,Vegetation,Rural,10 - 99 Acres,Fire Agency,CALFIRE,P214790 Cir.217,,12kV,Conductor,Overhead,Yes,5/22/2018,14:02,Contact From Object,,Balloons,Electric Facility,Other,
SDG&E,6/1/2018,14:00,33.099,-117.044,Vegetation,Rural,Less Than .25 Acres,Utility,,P618454,,12kV,Conductor,Overhead,No,,,Wire-Wire Contact,,,,Other,
SDG&E,6/12/2018,9:00,32.706,-116.396,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CAL FIRE,P44708 Cir. 458,,12kV,Conductor,Overhead,Yes,6/12/2018,9:00,Contact From Object,,Animal,Electric Facility,None,
SDG&E,6/12/2018,15:14,32.864,-116.747,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Fire Agency,P871937 Cir. 357,,12kV,Conductor,Overhead,Yes,6/12/2018,14:38,Contact from Object,,Balloons,Electric Facility,None,
SDG&E,6/22/2018,9:46,32.567,-116.941,Vegetation,Rural,Less Than .25 Acres,Fire Agency,SDFD,Z100698  Cir. 535,,12kV,Switch,Overhead,Yes,6/22/2018,9:42,Switch,,,,Unknown,
SDG&E,6/29/2018,13:06,32.645,-117.056,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Chula Vista,Z182447  Cir. 341,,12kV,Other,Overhead,Yes,6/29/2018,13:06,Equipment/Facility Failure,Guy/Span Wire,,,Unknown,
SDG&E,7/6/2018,10:26,32.620315,-116.76493,Vegetation,Rural,10 - 99 Acres,Fire Agency,CalFire,"P177572, Station 157-825, C157",,12kV,Transformer,Overhead,No,,,Equipment/Facility Failure,Transformer,,,,
SDG&E,7/8/2018,16:16,32.634885,-117.103042,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Chula Vista,"P100601, C255",,12kV,Switch,Overhead,Yes,7/8/2018,16:16,Other,,Other,Electric Facility,Other,
SDG&E,7/22/2018,23:19,33.301,-116.351,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Borrego Springs FD,374759 Cir 170,,12kV,Conductor,Overhead,Yes,7/22/2018,23:19,Contact From Object,,Vegetation,Electric Facility,None,
SDG&E,7/30/2018,12:11,32.868068,-117.190226,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,SDFD&MCMIR,Z90115 Cir 968,,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Other,
SDG&E,8/9/2018,12:00,33.213,-117.335,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Oceanside FD,P226873 Cir 194,,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Other,,,Other,
SDG&E,8/19/2018,18:35,32.7001804,-116.8638674,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CAL FIRE,P254640 Cir 75,,12kV,Conductor,Overhead,Yes,7/19/2018,18:35,Contact From Object,,Balloons,Electric Facility,Other,
SDG&E,9/14/2018,10:00,33.317706,-117.222844,Vegetation,Rural,Less Than .25 Acres,Fire Agency,MVU & NCFPD,P213051 Cir 233,Telecom/cable,12kV,Conductor,Overhead,No,,,Contact Between Third Party Facility on Pole and Supply Lines,,Vehicle,Communication Facility,Human Error,
SDG&E,9/14/2018,15:02,32.789679,-117.080882,Vegetation,Urban,Less Than .25 Acres,Fire Agency,SDFD,P279980J Cir 702,,12kV,Other,Overhead,Yes,9/14/2018,15:48,Equipment/Facility Failure,,,,None,
SDG&E,10/12/2018,12:30,32.801907,-117.149376,Vegetation,Urban,Less Than .25 Acres,Utility,,Z96245,,69kV,Other,Overhead,No,,,Contact From Object,,Vehicle,,Human Error,
SDG&E,10/12/2018,10:00,33.301327,-116.912945,Vegetation,Rural,Less Than .25 Acres,Utility,,Z118027,,69kV,Conductor,Overhead,No,,,Contact from Object,,Vehicle,,Human Error,
SDG&E,10/15/2018,10:21,33.319099,-117.259671,Vegetation,Rural,Less Than .25 Acres,Customer,,P112366,,12kV,Conductor,Overhead,Yes,10/15/2018,12:02,Equipment/Facility Failure,,,,None,
SDG&E,11/26/2018,1:51,33.431392,-117.595195,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,OCFA,P25325,,12kV,Conductor,Overhead,Yes,11/26/2018,1:45,Contact From Object,,Balloons,Electric Facility,,
SDG&E,12/2/2018,11:25,33.28,-117.404,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,Z223659,,230kV,Conductor,Overhead,Yes,12/2/2018,11:25,Contact From Object,,Other,Electric Facility,None,
SDG&E,1/16/2019,16:55,33.421,-117.61,Vegetation,Urban,Less Than .25 Acres,Fire Agency,OCFA,P29955,,12 kV,Other,Overhead,No,,,Equipment/Facility Failure,Crossarm,,,Weather,
SDG&E,4/15/2019,14:05,32.7883007,-116.8896419,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CalFire,P74970 and P74971,Telco,12 kV,Conductor,Overhead,Yes,4/15/2019,12:51,Wire-Wire Contact,,,,Outside Force,
SDG&E,6/12/2019,22:05,33.048427,-116.857815,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CalFire,W100304,,12 kV,Switch,Padmount,Yes,6/12/2019,22:17,Contact From Object,,Vehicle,Electric Facility,None,
SDG&E,7/3/2019,15:15,33.011264,-116.84922,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ramona,P815903,Telco,120/208,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SDG&E,7/5/2019,12:32,33.1584479,-117.2220482,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Marcos,P415472,,12kV,Conductor,Overhead,Yes,7/5/2019,12:19,Contact From Object,,Vehicle,Pole,Human Error,
SDG&E,7/12/2019,13:52,33.126802,-117.303471,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Carlsbad,Z710094,,230 kV,Conductor,Overhead,Yes,7/12/2019,13:51,Contact From Object,,Balloons,Electric Facility,None,
SDG&E,7/16/2019,7:36,33.169659,-117.146073,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Marcos,P114649,,12kV,Conductor,Overhead,Yes,7/16/2019,7:53,Wire-Wire Contact,,,,Other,
SDG&E,7/16/2019,19:08,33.190444,-117.121238,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Deer Springs,P610712,Telco,12kV,Conductor,Overhead,Yes,7/16/2019,19:08,Contact Between Third Party Facility on Pole and Supply Lines,,Vegetation,Electric Facility,Other,
SDG&E,8/5/2019,14:14,32.788589,-117.123297,Vegetation,Urban,Less Than .25 Acres,Utility,,Z479779,,12 kV,Switch,Overhead,No,,,Equipment/Facility Failure,Other,,,None,
SDG&E,8/30/2019,17:50,33.245225,-117.37294,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Camp Pendleton,Z223445,,230kV,Other,Overhead,Yes,8/30/2019,17:50,Unknown,,,,Unknown,
SDG&E,9/10/2019,12:59,32.564,-117.033,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,San Diego,P194970,,12kV,Switch,Overhead,Yes,9/10/2019,12:55,Equipment/Facility Failure,Switch,,,None,
SDG&E,9/11/2019,14:17,33.226,-117.085,Vegetation,Rural,Less Than .25 Acres,Fire Agency,CalFire,P228412,,12kV,Lightning Arrestor,Overhead,Yes,9/11/2019,14:17,Contact From Object,,Animal,Electric Facility,None,
SDG&E,9/13/2019,11:27,32.787,-117.007,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Heartland,P378838,,12kV,Other,Overhead,Yes,9/13/2019,11:27,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SDG&E,9/30/2019,2:59,33.261811,-116.37051,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ramona,P277947,,12kV,Other,Overhead,Yes,9/30/2019,2:59,Equipment/Facility Failure,Guy/Span Wire,,,Other,
SDG&E,10/17/2019,12:15,33.2736111,-116.3930556,Vegetation,Urban,Less Than .25 Acres,Utility,,P236651J,,120/240,Conductor,Overhead,No,,,Other,,,,Human Error,
SDG&E,10/19/2019,13:10,33.231681,-117.259329,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Oceanside,meter pole Station 901-1460,,240V,Conductor,Overhead,Yes,10/19/2019,13:10,Other,,Other,,Human Error,
SDG&E,10/24/2019,10:13,32.835712,-116.725166,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Alpine FD,P377113,Telco,12kV,Fuse,Overhead,Yes,10/24/2019,10:13,Equipment/Facility Failure,Fuse,,,None,
SDG&E,10/25/2019,3:26,33.120956,-117.15857,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,CalFire,P211697,Telco,12kV,Other,Overhead,Yes,10/25/2019,3:26,Equipment/Facility Failure,Other,,,Other,
SDG&E,11/1/2019,5:49,33.0924247,-117.0206295,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Escondido FD,P15147,Telco,12kv,Conductor,Overhead,Yes,11/1/2019,5:48,Contact From Object,,Vehicle,Pole,None,
SDG&E,11/4/2019,15:30,33.228455,-116.757458,Vegetation,Rural,Less Than .25 Acres,Utility,CalFire,P19533,,12kV,Conductor,Overhead,Yes,11/4/2019,15:30,Equipment/Facility Failure,Other,,,None,
SDG&E,11/12/2019,7:51,33.190276,-117.369773,Other,Urban,Less Than .25 Acres,Fire Agency,Oceanside FD,P22213,Tele&Cbl,120/240,Conductor,Overhead,Yes,11/12/2019,7:51,Equipment/Facility Failure,Conductor,,,Unknown,
