Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Fire Size,Suppressed by,Suppressing Agency,Utility Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With,Equipment Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes (Optional):
SCE,7/23/2015,3:00,36.18129,-119.324444,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare Fire Department,Pole 4292838E,,12kV,Conductor,Overhead,Yes,7/29/2015,17:05,Contact From Object,,Vehicle,Pole,None,
SCE,7/27/2015,17:06,33.855925,-116.556856,Other,Urban,Less Than .25 Acres,Fire Agency,Palm Springs Fire Department,"2796 N CARDILLO AVE, P",Phone & Cable,33kV,Conductor,Overhead,Yes,7/27/2015,17:06,Contact From Object,,Balloons,Electric Facility,None,
SCE,7/27/2015,22:05,34.892877,-116.970007,Other,Rural,Less Than .25 Acres,Utility,,Pole 2069111E,Phone & Cable,12kV,Conductor,Overhead,Yes,7/27/2015,22:05,Equipment/Facility Failure,Pole,,,Unknown,
SCE,7/27/2015,22:51,36.335086,-119.34091,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Visalia Fire Department,Pole 4629241E,Phone & Cable,12kV,Other,Overhead,Yes,7/27/2015,22:51,Unknown,,,,Unknown,
SCE,8/1/2015,8:40,35.989498,-119.107416,Vegetation,Rural,Less Than .25 Acres,Unknown,,840081E - Rd 208 1/4 mi n,Phone & Cable,12kV,Fuse,Overhead,No,,,Contact From Object,,Vehicle,Pole,None,
SCE,8/2/2015,14:00,34.03263,-117.161077,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Redlands Fire Department,Pole 1375879E,Phone & Cable,12kV,Conductor,Overhead,Yes,8/2/2015,14:00,Equipment/Facility Failure,Other,,,Unknown,
SCE,8/12/2015,12:00,35.177247,-118.337319,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,Pole 2135290E,,120 V,Conductor,Subsurfac,Yes,8/12/2015,11:07,Other,,,,Human Error,Third Party dug into marked SCE secondary cables.
SCE,8/21/2015,23:10,36.235553,-119.352825,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Tulare Fire Department,4335336E - J STREET S/O CARTMILL AVE,,12kV,Other,Overhead,Yes,8/22/2015,2:19,Vandalism/Theft,,,,Outside Force,
SCE,8/24/2015,22:00,33.883929,-118.211566,Building,Urban,Less Than .25 Acres,Fire Agency,Compton Fire Department,2239623E: MAYO AVE P/L,Phone & Cable,4kv,Conductor,Overhead,Yes,8/24/2015,21:41,Unknown,,,,Unknown,
SCE,8/27/2015,6:21,34.064469,-117.891095,Vegetation,Urban,Less Than .25 Acres,Fire Agency,West Covina Fire Department,Pole  534400E,,12kV,Conductor,Overhead,Yes,8/27/2015,6:21,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,8/27/2015,10:20,34.253813,-118.866045,Other,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire,Morganstein 16kV out of Moorpark Sub,,16kV,Conductor,Overhead,Yes,8/27/2015,10:20,Contact From Object,,Animal,Electric Facility,None,
SCE,9/3/2015,17:00,36.8936,-119.4571,Vegetation,Rural,10 - 99 Acres,Fire Agency,Cal Fire,"East of Watts Valley Rd and Pittman Hill Rd, East",,220kV,Conductor,Overhead,Yes,9/3/2015,16:15,Contact From Object,,Balloons,Electric Facility,None,
SCE,9/7/2015,17:58,35.85547,-119.09444,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,Welch 12kV at Vestal Sub,,12kV,Conductor,Overhead,Yes,9/7/2015,17:58,Contact From Object,,Balloons,Electric Facility,None,
SCE,9/9/2015,13:22,34.041491,-118.772405,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,Pole 899836E,Phone & Cable,12kV,Other,Overhead,Yes,9/9/2015,13:22,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,9/9/2015,13:59,33.549925,-117.212515,Other,Urban,Less Than .25 Acres,Fire Agency,Murrieta Fire Department,Tackle Line out of Stadler Sub,,12kV,Conductor,Overhead,Yes,9/9/2015,13:59,Other,,,,Weather,
SCE,9/11/2015,3:10,34.087599,-117.433063,Other,Urban,Less Than .25 Acres,Fire Agency,Fontana Fire Department,Pole 1554125E beyond RC,Phone & Cable,12kV,Lightning Arrestor,Overhead,Yes,9/11/2015,3:10,Equipment/Facility Failure,Lightning Arrestor,,,Unknown,
SCE,9/20/2015,19:07,34.024351,-118.117878,Other,Urban,Less Than .25 Acres,Unknown,,1270852E: MERLE DR. S/,Phone & Cable,16kV,Transformer,Overhead,Yes,9/20/2015,19:07,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,9/20/2015,16:31,34.063299,-118.647918,Other,Urban,.26 - 9.99 Acres,Fire Agency,Los Angeles County Fire,Pole 1576711E,Phone & Cable,12kV,Conductor,Overhead,Yes,9/20/2015,16:31,Contact From Object,,Vehicle,Pole,None,
SCE,9/26/2015,13:48,34.077294,-118.693568,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,Pole 770514E,,16kV,Conductor,Overhead,Yes,9/26/2015,13:48,Contact From Object,,Vegetation,Electric Facility,Human Error,
SCE,10/9/2015,14:00,33.575239,-117.170044,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Riverside Fire Department,BEHIND ADDRESS 28151 CELIA RD / PROPERT,,12kV,Other,Overhead,No,,,Equipment/Facility Failure,Insulator,,,Unknown,
SCE,10/9/2015,11:39,33.933311,-117.853094,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,"Acapulco 12kv out of Brea Sub,",,12kV,Conductor,Overhead,Yes,10/9/2015,11:39,Contact From Object,,Other,Electric Facility,Unknown,
SCE,10/11/2015,10:02,33.944046,-116.475035,Other,Urban,Less Than .25 Acres,Fire Agency,Cal Fire,Café 12kv Line at Coffee Sub. Pole in Desert Hot S,,12kV,Conductor,Overhead,Yes,10/11/2015,10:02,Contact From Object,,Vehicle,Pole,None,
SCE,10/12/2015,13:02,33.63185,-117.3378472,Other,Urban,Less Than .25 Acres,Fire Agency,Riverside County Fire,4844065E: 18193 BRIGHTMAN AVE.  LAKE ELSI,,12kV,Transformer,Overhead,Yes,10/12/2015,13:02,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,10/27/2015,19:47,33.53506,-117.768793,Other,Urban,Less Than .25 Acres,Unknown,,4139544E: 818 BLUEBIRD,Phone & Cable,33kV,Conductor,Overhead,Yes,10/27/2015,19:47,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,10/30/2015,12:45,34.05382,-117.267885,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Loma Linda Fire Department,pole 1609cwt,Phone & Cable,12kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,10/30/2015,22:23,33.790258,-116.960509,Other,Urban,Less Than .25 Acres,Unknown,,Pole 1084963E,Phone & Cable,12kv,Other,Overhead,Yes,10/30/2015,22:23,Unknown,,,,Unknown,
SCE,11/2/2015,18:07,34.296976,-118.376339,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,Lopez 16kV out of San Fernando Sub,,16kV,Conductor,Overhead,Yes,11/2/2015,18:07,Contact From Object,,Balloons,Electric Facility,None,
SCE,11/7/2015,2:24,34.1708026,-118.8684867,Vegetation,Urban,10 - 99 Acres,Fire Agency,Ventura County Fire,Pole No. 4505362E,,16kV,Switch,Overhead,Yes,11/7/2015,2:24,Unknown,,,,Unknown,
SCE,11/13/2015,7:04,34.219958,-119.038217,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire,Crosson 16kV at Camarillo Sub,,16kv,Conductor,Overhead,Yes,11/13/2015,7:04,Contact From Object,,Animal,Electric Facility,None,
SCE,11/13/2015,7:31,33.639498,-117.760978,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire,Santiago-Borrego 66 kV,,66kV,Conductor,Overhead,Yes,11/13/2015,7:31,Contact From Object,,Animal,Electric Facility,None,
SCE,11/18/2015,6:31,34.128351,-117.689578,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Upland Fire Department,Padua-Layfair 66kV,,66kV,Conductor,Overhead,Yes,11/18/2015,6:31,Contact From Object,,Other,Electric Facility,Unknown,
SCE,11/20/2015,20:07,34.015535,-117.953436,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,"1860773E 15930 E VALLEY BLVD, city of industry",,12kV,Conductor,Overhead,Yes,11/20/2015,20:07,Unknown,,,,Unknown,
SCE,11/20/2015,20:07,34.015535,-117.953436,Other,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,Grazide 12kV out of Walnut Sub,,12kV,Conductor,Overhead,Yes,11/20/2015,20:07,Contact From Object,,Animal,Electric Facility,None,
SCE,11/24/2015,1:17,33.744317,-118.407021,Other,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire,"Ambersky 16kV atMarymount Sub, Pole in Rancho Palos Verdes",,16kV,Conductor,Overhead,Yes,11/24/2015,1:17,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,12/8/2015,19:08,34.218803,-119.249249,Vegetation,Rural,Less Than .25 Acres,Customer,,Pole 1748635E.,Phone & Cable,16kV,Transformer,Overhead,No,,,Contamination,,,,Unknown,
SCE,12/11/2015,12:21,34.038073,-118.77016,Other,Urban,.26 - 9.99 Acres,Fire Agency,Los Angeles County Fire,Cuthbert 12kV at Latigo Sub. Near Latigo Canyon,,12kV,Conductor,Overhead,Yes,12/11/2015,12:21,Wire-Wire Contact,,,,Weather,
SCE,1/1/2016,10:13,34.000767,-118.081267,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-4615530E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,1/1/2016,10:13,Contact From Object,,Balloons,Electric Facility,None,
SCE,1/5/2016,20:51,34.062727,-118.052889,Other,Urban,Less Than .25 Acres,Fire Agency,LACFD,"9900 block of East Garvey Ave, El Monte",,4 kV,Conductor,Overhead,Yes,1/5/2016,20:51,Equipment/Facility Failure,Pole,,,Unknown,
SCE,1/16/2016,15:20,34.409571,-118.68157,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-848266E,,16 kV,Conductor,Overhead,Yes,1/16/2016,15:20,Equipment/Facility Failure,Other,,,Unknown,
SCE,1/28/2016,22:07,33.964221,-118.148813,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-820509E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,1/28/2016,22:07,Contact From Object,,Balloons,Electric Facility,None,
SCE,2/3/2016,17:46,34.718251,-118.302518,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-1355070E,FRONTIER COMMUNI,120/240 V,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,2/7/2016,9:31,34.13706,-117.514124,Vegetation,Rural,Less Than .25 Acres,Fire Agency,SBCFD,OH-4275464E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,2/7/2016,9:31,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,2/8/2016,8:22,34.106057,-117.440278,Vegetation,Urban,Less Than .25 Acres,Fire Agency,SBCFD,OH-1420896E,AT&T WIRELESS SER,12 kV,Conductor,Overhead,Yes,2/8/2016,8:22,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,2/9/2016,19:13,33.779024,-118.140167,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Long Beach Fire Department,OH-2381948E,FRONTIER COMMUNI,12 kV,Other,Overhead,Yes,2/9/2016,19:13,Equipment/Facility Failure,Other,,,Unknown,
SCE,2/10/2016,18:56,34.218656,-119.253958,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-4423101E,,16 kV,Other,Overhead,Yes,2/10/2016,18:56,Equipment/Facility Failure,Other,,,Unknown,
SCE,2/12/2016,20:02,33.968031,-118.071754,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-845479E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,2/12/2016,20:02,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,2/16/2016,15:18,34.205693,-118.843295,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-4544669E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,2/22/2016,17:04,34.449164,-119.584498,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Montecito Fire Department,OH-1082380E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,2/22/2016,17:04,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,2/24/2016,15:06,34.947,-118.141721,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-706814E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,2/27/2016,0:49,33.913418,-116.800325,Other,Rural,Less Than .25 Acres,Fire Agency,Cal Fire,OH-1989045E,,12 kV,Conductor,Overhead,Yes,2/27/2016,0:49,Contact From Object,,Vehicle,Pole,Unknown,
SCE,3/11/2016,7:53,33.905943,-117.923784,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Fullerton Fire Department,OH-740325H,TIME WARNER CABL,12 kV,Conductor,Overhead,Yes,3/11/2016,7:53,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,3/17/2016,14:53,34.005917,-117.966388,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-1892254E,TIME WARNER CABL,12 kV,Conductor,Overhead,Yes,3/17/2016,14:53,Contact From Object,,Vehicle,Pole,Unknown,
SCE,3/23/2016,11:45,34.136914,-117.506103,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Rancho Cucamonga Fire Department,OH-4300709E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,3/23/2016,11:45,Contact From Object,,Other,Electric Facility,Unknown,
SCE,4/7/2016,7:43,34.299564,-118.43925,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-4339019E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,4/7/2016,7:43,Contact Between Third Party Facility on Pole and Supply Lines,,,,Unknown,
SCE,4/14/2016,11:58,34.446025,-119.732138,Other,Urban,Less Than .25 Acres,Fire Agency,Santa Barbara City Fire Department,OH-4721190E,FRONTIER COMMUNI,4kV,Conductor,Overhead,Yes,4/14/2016,11:58,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,4/15/2016,8:04,34.280803,-118.6619,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,Mount Sinai Dr and Kuehner Dr,,16 kV,Conductor,Overhead,Yes,4/15/2016,8:04,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,4/15/2016,7:12,34.442579,-118.575345,Vegetation,Urban,10 - 99 Acres,Fire Agency,LACFD,Newhall Ranch Road and Copper Hill Drive in Sant,,12 kV,Conductor,Overhead,Yes,4/15/2016,7:12,Contact From Object,,Vegetation,Communication Facility,Unknown,
SCE,4/16/2016,23:14,33.8708166,-118.3824808,Other,Urban,Less Than .25 Acres,Fire Agency,Manhattan Beach Fire Department,OH-1578603E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,4/16/2016,23:14,Contact From Object,,Vehicle,Pole,Unknown,
SCE,4/18/2016,12:23,36.196263,-119.063998,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare County Fire Department,OH-4589776E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,4/18/2016,12:23,Contact From Object,,Vehicle,Pole,Unknown,
SCE,4/20/2016,14:06,34.678185,-118.125753,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,LACFD,OH-1121181E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,4/20/2016,14:06,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/21/2016,12:20,34.333927,-119.274825,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Ventura County FD,OH-4434916E,,66 kV,Conductor,Overhead,Yes,4/21/2016,12:20,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,4/22/2016,17:23,36.088237,-119.18777,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare County Fire Department,OH-2041681E,,12 kV,Conductor,Overhead,Yes,4/22/2016,17:23,Contact From Object,,Vegetation,Electric Facility,Weather,
SCE,4/23/2016,15:26,34.283292,-118.901294,Other,Urban,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-2116411E,,66 kV,Conductor,Overhead,Yes,4/23/2016,15:26,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/24/2016,21:34,36.058642,-119.306063,Other,Rural,Less Than .25 Acres,Customer,,OH-742739E,AT&T CALIFORNIA,4kV,Conductor,Overhead,Yes,4/24/2016,21:34,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,4/25/2016,19:15,36.137198,-118.861515,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,OH-X16345E,AT&T CALIFORNIA,120/240 V,Conductor,Overhead,Yes,4/25/2016,19:15,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,4/25/2016,15:23,35.83874,-118.914749,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Cal Fire,OH-1078325E,,12 kV,Conductor,Overhead,Yes,4/25/2016,15:23,Equipment/Facility Failure,Insulator,,,Unknown,
SCE,4/28/2016,14:00,34.357004,-119.314044,Vegetation,Rural,10 - 99 Acres,Fire Agency,Ventura County FD,OH-1604151E,,16 kV,Conductor,Overhead,Yes,4/28/2016,14:00,Equipment/Facility Failure,Other,,,Unknown,
SCE,5/1/2016,15:00,36.057986,-119.305993,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4592130E,CHARTER COMMUNI,12 kV,Conductor,Overhead,Yes,5/1/2016,15:00,Unknown,,,,Unknown,
SCE,5/2/2016,7:03,34.473624,-120.215309,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Santa Barbara County Fire Department,OH-4041841E,,16 kV,Conductor,Overhead,Yes,5/2/2016,7:03,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,5/4/2016,9:49,34.025551,-118.126507,Other,Urban,Less Than .25 Acres,Fire Agency,Montebello Fire Departmemt,OH-707556E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,5/4/2016,9:49,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/11/2016,14:05,33.682599,-116.972344,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Hemet Fire Department,OH-1895476E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,5/11/2016,14:05,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,5/12/2016,8:55,34.473616,-120.215995,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Santa Barbara County Fire Department,OH-708452E,,16 kV,Conductor,Overhead,Yes,5/12/2016,8:55,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,5/21/2016,19:39,35.833915,-119.045914,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Kern County Fire Department,OH-7016023 (M27T5),,66 kV,Conductor,Overhead,No,,,Contact From Object,,Other,Electric Facility,Unknown,
SCE,5/29/2016,22:25,36.009123,-118.956283,Vegetation,Rural,10 - 99 Acres,Fire Agency,Cal Fire,OH-4566417E,AT&T CALIFORNIA,12 kV,Conductor,Overhead,Yes,5/29/2016,22:25,Contact From Object,,Other,Electric Facility,Unknown,
SCE,5/30/2016,15:03,33.563921,-117.11898,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-4402036E,,33 kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Insulator,,,Unknown,
SCE,6/3/2016,18:00,34.110052,-117.380823,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Rialto Fire Department,OH-262187S,AT&T CALIFORNIA,120/240 V,Conductor,Overhead,No,,,Equipment/Facility Failure,Crossarm,,,Unknown,
SCE,6/3/2016,11:04,33.999483,-118.116661,Other,Urban,Less Than .25 Acres,Unknown,,UG-5441964,,16 kV,Conductor,Subsurfac,Yes,6/3/2016,11:04,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/4/2016,18:05,33.691726,-117.989324,Other,Urban,Less Than .25 Acres,Fire Agency,Huntington Fire Department,OH-1703288E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,6/4/2016,18:05,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/4/2016,16:06,34.133836,-118.646858,Vegetation,Urban,300 - 999 Acres,Fire Agency,LACFD,OH-4403606E,CHARTER COMMUNI,66 kV,Conductor,Overhead,Yes,6/4/2016,16:06,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/4/2016,10:17,33.59465,-117.13871,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,OH-2206630E,,12 kV,Transformer,Overhead,Yes,6/4/2016,10:17,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,6/5/2016,15:59,34.420772,-118.421786,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-4154960E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,6/5/2016,15:59,Unknown,,,,Unknown,
SCE,6/6/2016,17:44,35.135476,-118.477058,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-1373165E,,12 kV,Conductor,Overhead,Yes,6/6/2016,17:44,Contact From Object,,Other,Pole,Unknown,
SCE,6/9/2016,11:28,34.586229,-118.195962,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4267121E,AT&T CALIFORNIA,12 kV,Conductor,Overhead,Yes,6/9/2016,11:28,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/10/2016,12:04,34.110728,-117.197974,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,SBCFD,East of Hwy 210 and N/o Greenspot Highland,,12 kV,Conductor,Overhead,Yes,6/10/2016,12:04,Unknown,,,,Unknown,
SCE,6/13/2016,17:18,33.751792,-117.996457,Vegetation,Urban,Structure Only,Fire Agency,Westminster Fire Department,"7700 Block hazard St, Westminster",,12 kV,Conductor,Overhead,Yes,6/13/2016,17:18,Equipment/Facility Failure,Pole,,,Unknown,
SCE,6/14/2016,2:40,33.996135,-118.201095,Other,Urban,Structure Only,Fire Agency,LACFD,3570 Fruitland Ave.  Maywood,,16 kV,Conductor,Overhead,Yes,6/14/2016,2:40,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/17/2016,9:33,36.1564,-119.143541,Vegetation,Rural,Less Than .25 Acres,Utility,,AVENUE 202 AND ROAD 192 STRATHMORE,,12 kV,Conductor,Overhead,Yes,6/17/2016,9:33,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/19/2016,11:20,34.182656,-118.883827,Other,Urban,Less Than .25 Acres,Fire Agency,Ventura County FD,"Hillcrest/Marin, Thousand O",,16 kV,Capacitor Bank,Padmount,Yes,6/19/2016,11:20,Equipment/Facility Failure,Capacitor Bank,,,Unknown,
SCE,6/21/2016,21:47,36.251509,-118.780932,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Cal Fire,OH-4391218E,AT&T CALIFORNIA,12 kV,Conductor,Overhead,Yes,6/21/2016,21:47,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,6/22/2016,18:05,35.057979,-118.172474,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-1355591E,,12 kV,Conductor,Overhead,Yes,6/22/2016,18:05,Equipment/Facility Failure,Crossarm,,,Unknown,
SCE,6/24/2016,5:16,37.973,-119.136,Vegetation,Rural,300 - 999 Acres,Fire Agency,US Forest Service,Lee Vining,,66 kV,Conductor,Overhead,No,,,Other,,,,Unknown,
SCE,7/3/2016,6:18,34.013207,-118.088565,Building,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-1248478E,TIME WARNER CABL,12 kV,Conductor,Overhead,Yes,7/3/2016,7:09,Contact From Object,,Vegetation,Pole,Unknown,
SCE,7/8/2016,11:15,34.790623,-118.825559,Vegetation,Rural,300 - 999 Acres,Fire Agency,Kern County Fire Department,"1-5, Gorman",,66 kV,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,7/12/2016,16:20,34.115191,-118.119772,Building,Urban,Less Than .25 Acres,Fire Agency,San Marino Fire Department,"1751 Windsor Rd, San Marino",,4 kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,7/19/2016,16:00,34.08736,-118.135621,Other,Urban,Less Than .25 Acres,Fire Agency,Alhambra Fire Department,OH-1624401E,TIME WARNER CABL,4 kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,7/20/2016,15:54,33.859578,-117.887086,Vegetation,Urban,Less Than .25 Acres,Customer,,OH-1954048E,FREEDOM TELECOM,12 kV,Conductor,Overhead,No,,,Wire-Wire Contact,,,,Unknown,
SCE,7/23/2016,12:23,33.931313,-118.20856,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,UG-5051831,,16 kV,Transformer,Subsurfac,Yes,7/23/2016,12:23,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,8/18/2016,14:52,34.535573,-119.852255,Vegetation,Rural,Greater than 5000 Acres,Fire Agency,Santa Barbara County Fire Department,OH-1413051E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,8/18/2016,14:52,Contact From Object,,Vegetation,Communication Facility,Unknown,
SCE,8/18/2016,19:00,34.421352,-119.596354,Other,Rural,Structure Only,Fire Agency,Santa Barbara County Fire Department,2400 block of Whitney Avenue in Summerland,,120/240 V,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,8/24/2016,16:37,34.466453,-120.070103,Vegetation,Rural,10 - 99 Acres,Fire Agency,Santa Barbara County Fire Department,"Refiugio Canyon, Santa Barbara",,16 kV,Conductor,Overhead,Yes,8/24/2016,18:50,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,8/27/2016,14:54,34.048467,-117.853544,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-1451667E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,8/27/2016,14:54,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,9/2/2016,18:19,37.347411,-118.415099,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Cal Fire,"2264 Longview dr., Bishop",,120/240 V,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,9/3/2016,15:03,34.442146,-119.23876,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County FD,OH-X3196E,,12 kV,Conductor,Overhead,Yes,9/3/2016,15:03,Equipment/Facility Failure,Other,,,Unknown,
SCE,9/3/2016,10:24,34.444661,-119.236951,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Ventura County FD,"Bryant Circle, x Saddle Ln., Ojai",,66 kV,Conductor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,9/16/2016,19:02,34.485119,-119.300054,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ojai City Fire Department,OH-4797071E,,16 kV,Conductor,Overhead,Yes,9/16/2016,19:02,Contact From Object,,Vehicle,Pole,Unknown,
SCE,9/19/2016,6:11,34.039961,-118.668732,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LACFD,OH-1638513E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,No,,,Unknown,,,,Unknown,
